,metrics
4439,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 1, 0, 1, 1, 60, 132, 11]"
4440,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 1, 1, 1, 60, 132, 11]"
4441,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 1, 0, 1, 1, 60, 132, 11]"
4442,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 1, 1, 1, 60, 132, 11]"
4443,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 1, 0, 2, 0, 60, 132, 11]"
4444,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 1, 2, 0, 60, 132, 11]"
4445,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 1, 0, 1, 1, 60, 132, 11]"
4446,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 1, 1, 1, 60, 132, 11]"
4447,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 1, 0, 1, 1, 60, 132, 11]"
4448,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 1, 1, 1, 60, 132, 11]"
4449,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 1, 0, 1, 1, 60, 132, 11]"
4450,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 1, 1, 1, 60, 132, 11]"
4451,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4452,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4453,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4454,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4455,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4456,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4457,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4458,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4459,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4460,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4461,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 3, 1, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4462,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 3, 0, 2, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4463,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 3, 0, 1, 1, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4464,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4465,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 1, 0, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4466,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 0, 1, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4467,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4468,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 0, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4469,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 4, 1, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4470,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 4, 0, 2, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4471,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 4, 0, 1, 1, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4472,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 5, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4473,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 3, 1, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4474,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 3, 0, 2, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4475,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 3, 0, 1, 1, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4476,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4477,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 3, 1, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4478,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 3, 0, 2, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4479,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 3, 0, 1, 1, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4480,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4481,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 4, 1, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4482,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 4, 0, 2, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4483,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 4, 0, 1, 1, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4484,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 5, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4485,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 5, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 16, 4, 0, 0, 1, 0, 57, 127, 11]"
4486,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 5, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 3, 0, 1, 0, 16, 4, 0, 0, 1, 0, 57, 127, 10]"
4487,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 5, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 3, 0, 1, 0, 16, 4, 0, 0, 1, 0, 57, 127, 11]"
4488,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 5, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 4, 0, 1, 0, 16, 4, 0, 0, 1, 0, 57, 127, 11]"
4489,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4490,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4491,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4492,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4493,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4494,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4495,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4496,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4497,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 4, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4498,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4499,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4, 0, 1, 0, 17, 4, 0, 0, 1, 0, 59, 131, 11]"
4500,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4501,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4502,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4503,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4504,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4505,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4506,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4507,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4508,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4509,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4510,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4511,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4512,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4513,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4514,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
4515,"[3, 0, 0, 0, 0, 2, 4, 0, 1, 1, 24, 0, 6, 3, 3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 17, 4, 0, 0, 2, 0, 60, 132, 11]"
